Ativo,Valor_1,Valor_2,Valor_3,Valor_4,Valor_5,Valor_6,Valor_7,Valor_8,Valor_9,Valor_10,Valor_11,Valor_12,Valor_13,Valor_14,Valor_15,Valor_16,Valor_17,Valor_18,Valor_19,Valor_20,Valor_21,Valor_22,Valor_23
MRSA6B,19.59,80,6.38,1.14,0.58,-0.01,0.73632487509985,25.95,9.1081426666667,-64.901184328837,45.683632189221,76.044825391988,17.84,"9,39 Bilhões","1,38 Bilhão","7,06 Bilhões",14.38,26.29,"3,71 Bilhões",1.07,2.0271369326622,4.04,Bens Industriais
RANI3,19.35,80,5.77,1.32,242.48,13.16,-5.7029738388579,7.76,10.070809439333,29.778472156353,13.375677552932,72.366978774897,22.84,"1,86 Bilhão","322,58 Milhões","1,67 Bilhão",10.12,28.31,"667,14 Milhões",1.25,5.9774533223633,8.54,Materiais Básicos
PORT3,18.73,90,13.35,2.78,3.15,18.294476183588,17.35,11.706675444444,-32.526366314444,13.509996299037,-22.132586172697,20.81,"7,63 Bilhões","577,96 Milhões","3,05 Bilhões",10.95,37.44,"587,60 Milhões",0.99,4.9373652770425,7.69,Bens Industriais,
VULC3,18.63,90,9.91,2.64,626.38,27.27,42.146887997373,21.19,19.765076666667,-6.7245084159179,19.663277956638,-7.2049176185087,26.62,"5,82 Bilhões","587,17 Milhões","3,15 Bilhões",21.75,79.45,"243,85 Milhões",0.12,6.3435043831499,6.5,Consumo Cíclico
CMIN3,18.59,70,8.47,2.99,12.05,-1.24,12.740431601626,5.58,12.106599540148,116.96414946502,5.2696774094815,-5.5613367476434,35.3,"30,61 Bilhões","3,61 Bilhões","19,44 Bilhões",7.11,-2.18,"14,30 Bilhões",0.96,13.450181878174,14.8,Materiais Básicos
DIRR3,18.26,90,10.27,3.08,514.34,12.53,59.885061509802,38.62,21.566666666667,-44.156740894182,32.59717779195,-15.595085986665,29.96,"6,70 Bilhões","750,12 Milhões","3,57 Bilhões",18.95,37.96,"1,63 Bilhão",0.91,5.7882113328487,8.69,Consumo Cíclico
EQPA3,18.19,70,6.45,2.56,221.01,2.22,-6.1447892330054,5.76,6.94505804,20.573924305556,6.7123952505793,16.534639767002,39.61,"12,77 Bilhões","1,98 Bilhão","10,86 Bilhões",13.08,22.43,"3,61 Bilhões",1.54,7.9124019839045,11.44,Utilidade Pública
EQPA5,18.19,70,8.35,3.31,62.14,16.58,19.002247883065,6.7913,6.84505804,0.7915721584969,6.7123952505793,-1.1618504472001,39.61,"12,77 Bilhões","1,98 Bilhão","10,86 Bilhões",13.08,22.43,"3,61 Bilhões",1.54,5.4856908967081,8.84,Utilidade Pública
EQPA6,18.19,70,8.96,3.55,-14.13,8.97,5.7843181824373,7.3413,6.9413566666667,-5.4478543763816,6.7123952505793,-8.566667339854,39.61,"12,77 Bilhões","1,98 Bilhão","10,86 Bilhões",13.08,22.43,"3,61 Bilhões",1.54,4.4747606892273,8.23,Utilidade Pública
EQPA7,18.19,70,9.24,3.66,97.35,8.81,30.379287660347,7.5913,6.9413566666667,-8.5616868432719,6.7123952505793,-11.577789699007,39.61,"12,77 Bilhões","1,98 Bilhão","10,86 Bilhões",13.08,22.43,"3,61 Bilhões",1.54,5.6467345385454,7.98,Utilidade Pública
